nota_fiscal;estabelecimento;pn_fornecedor;descricao_fornecedor;data_fiscal;item;numero_processo;Contrato;status_do_contrato;vencimento;depto_de_compras;quantidade_unidade_estoque;preco_total_linha;cond.pagamento;departamento;família;gestão;curva
3;SRS;070000007;ALINE DE PAULA ALMEIDA;20/02/2026;DCSR00040803;OC0059272;CS0000995;Ativo;12/04/2027;SRSFAB;2300;2300;5 DIAS;RECURSOS HUMANOS;SERVIÇOS PRESTADOS;ADMINISTRATIVO;A
863234;SRS;070001565;ADP BRASIL LTDA;20/02/2026;DCSR00010303;OC0059270;CS0000799;Ativo;31/05/2028;SRSADM;35917,59;35917,59;30 DIAS;RECURSOS HUMANOS;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
43050;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;20/02/2026;DCSR00070901;OC0059039;CS0000894;Ativo;30/03/2027;SRSFAB;2150;2150;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
43049;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;20/02/2026;DCSR00071203;OC0059038;CS0000894;Ativo;30/03/2027;SRSFAB;2589,65;2589,65;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
142603;VIES;070092290;ICATU SEGUROS S/A;20/02/2026;DCSR99999904;OC0059276;CS0001114;Ativo;30/09/2027;VIESAD;59026,58;59026,58;30 DIAS;RECURSOS HUMANOS;1500-SEGURO DE VIDA;ADMINISTRATIVO;
43054;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;20/02/2026;DCSR00071203;OC0059036;CS0000894;Ativo;30/03/2027;SRSFAB;2150;2150;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
43052;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;20/02/2026;DCSR00070901;OC0059050;CS0000894;Ativo;30/03/2027;SRSFAB;2150;2150;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
598836;OUROS;070000748;ALSCO TOALHEIRO BRASIL LTDA;20/02/2026;DCSR00030413;OC0058395;CS0000889;Ativo;31/03/2050;COFAB;1450,04;1450,04;30 DIAS;MANUFATURA CO;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL CO;B
598836;OUROS;070000748;ALSCO TOALHEIRO BRASIL LTDA;20/02/2026;DCSR00030413;OC0059071;CS0000889;Ativo;31/03/2050;COFAB;108,75;108,75;30 DIAS;MANUFATURA CO;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL CO;B
43051;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;20/02/2026;DCSR00070901;OC0059055;CS0000894;Ativo;30/03/2027;SRSFAB;1838,03;1838,03;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
2106;OUROS;090002472;D.D.DISK SANEAM AMB LTDA ME;20/02/2026;DCSR00071301;OC0059301;CS0000881;Ativo;01/09/2026;COFAB;1;1100;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL CO;B
16181;VIESADM;090005223;SODIPROM;20/02/2026;DCSR00270101;OC0059274;CS0000968;Ativo;31/03/2050;DDAADM;5587,3;5587,3;30 DIAS;RECURSOS HUMANOS;SERVIÇOS PRESTADOS;ADMINISTRATIVO;C
169466;VIES;090073255;ATLAS COPCO BRASIL LTDA;19/02/2026;DCSR00140101;OC0059225;CS0000838;Ativo;31/01/2027;VIESFB;1;5208,89;30 DIAS;MANUFATURA VIES;MANUTENÇÃO MECÂNICA;INDUSTRIAL VIES;B
32710;VIESADM;070001544;INFOR DO BRASIL SOFTWARES LTDA.;19/02/2026;DCSR00010702;OC0058611;CS0001125;Ativo;31/12/2028;DDAADM;1;3793,84;30 DIAS;TI;SISTEMA RP INFOR  ;ADMINISTRATIVO;
32713;VIESADM;070001544;INFOR DO BRASIL SOFTWARES LTDA.;19/02/2026;DCSR00010507;OC0058999;CS0001125;Ativo;31/12/2028;DDAADM;1;47502,93;30 DIAS;TI;SISTEMA RP INFOR  ;ADMINISTRATIVO;
32714;VIESADM;070001544;INFOR DO BRASIL SOFTWARES LTDA.;19/02/2026;DCSR00010507;OC0058611;CS0001125;Ativo;31/12/2028;DDAADM;1;55683,23;30 DIAS;TI;SISTEMA RP INFOR  ;ADMINISTRATIVO;
2393;VIES;070091805;SERVIG SERVICOS LTDA;19/02/2026;DCSR00170526;OC0059242;CS0001079;Ativo;01/11/2026;VIESFB;1;92282,94;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;A
200;VIES;070091194;MANOEL SEVERO DA SILVA;19/02/2026;DCSR00070203;OC0059161;CS0001035;Ativo;30/12/2026;VIESFB;1;5200;30 DIAS;MANUFATURA VIES;TERCEIROS ;INDUSTRIAL VIES;C
2082;SRS;090002472;D.D.DISK SANEAM AMB LTDA ME;19/02/2026;DCSR00071301;OC0058851;CS0000863;Ativo;03/08/2026;SRSFAB;1;1150;30 DIAS;QSMA;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL SRS;B
32715;VIESADM;070001544;INFOR DO BRASIL SOFTWARES LTDA.;19/02/2026;DCSR00010507;OC0058611;CS0001125;Ativo;31/12/2028;DDAADM;1;224021,31;30 DIAS;TI;SISTEMA RP INFOR  ;ADMINISTRATIVO;
360;VIES;070075837;GS CONTROLE V. P. URBANAS LTDA;18/02/2026;DCSR00071306;OC0058963;CS0000686;Ativo;27/04/2027;VIESFB;1;500;30 DIAS;QSMA;MANUTENÇÃO EDIFÍCIOS / INSTALAÇÕES;INDUSTRIAL VIES;B
30257;VIES;070091672;ADVANCED INFORMATICA LTDA;18/02/2026;DCSR00010516;OC0059019;CS0001128;Ativo;31/12/2026;VIESAD;1260;1260;21 DIAS;TI;Licença Teams cha /Teams Phone;ADMINISTRATIVO;
2365;VIES;070091805;SERVIG SERVICOS LTDA;18/02/2026;DCSR00170526;OC0059241;CS0001079;Ativo;01/11/2026;VIESFB;1;92282,94;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;A
87670;VIES;090010398;WHIRLPOOL S.A;18/02/2026;DCSR00030403;OC0059207;CS0000776;Ativo;30/05/2026;VIESFB;1;785,88;30 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;C
654662;OUROS;090010097;CAMARA COM. ENERGIA ELET. CCEE;18/02/2026;DCN999990030;OC0059238;CS0000876;Ativo;31/03/2050;COFAB;686;685,6;30 DIAS;MANUFATURA CO;SERVIÇOS PRESTADOS;INDUSTRIAL CO;C
664964;VIES;090010097;CAMARA COM. ENERGIA ELET. CCEE;18/02/2026;DCN999990030;OC0059197;CS0000952;Ativo;31/03/2050;VIESPD;1;710,41;30 DIAS;MANUFATURA VIES;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
360;VIES;070075837;GS CONTROLE V. P. URBANAS LTDA;18/02/2026;DCSR00071306;OC0058963;CS0000686;Ativo;27/04/2027;VIESFB;1;390;30 DIAS;QSMA;MANUTENÇÃO EDIFÍCIOS / INSTALAÇÕES;INDUSTRIAL VIES;B
99926;333;090010398;WHIRLPOOL S.A;18/02/2026;DCSR00030403;OC0059210;CS0000715;Ativo;31/03/2050;333FAB;1;87,32;30 DIAS;REPOSIÇÃO;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;C
3026;VIES;070001474;NASCIMENTO & ROCHA LOGISTICA E TRAN;18/02/2026;DCSR00260102;OC0059159;CS0000957;Ativo;31/03/2050;VIESAD;594;594;15 DIAS;SUPPLY;SERVIÇOS PRESTADOS;SUPPLY;C
33747;333;090010398;WHIRLPOOL S.A;18/02/2026;DCSR00030403;OC0059142;CS0000715;Ativo;31/03/2050;333FAB;1;87,32;30 DIAS;REPOSIÇÃO;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;C
120543;SRS;070076124;EQUINIX DO B. S. TEC.INF. LTDA;18/02/2026;DCSR99999917;OC0059103;CS0000981;Ativo;31/08/2026;SRSADM;1;4397,39;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
4;SRS;070092409;MARIA DE FATIMA PEREIRA GOMES 85227;18/02/2026;DCSR00171100;OC0059134;CS0001130;Ativo;31/01/2027;SRSADM;1;1250;10 DIAS;RECURSOS HUMANOS;FORN KITS ANIVERSARIO ;ADMINISTRATIVO;
2394;SRS;070091805;SERVIG SERVICOS LTDA;18/02/2026;DCSR00170526;OC0059143;CS0001084;Ativo;23/11/2026;SRSFAB;67259,55;67259,55;30 DIAS;SEGURANÇA PATRIMONIAL;LIMPEZA/FACILITIES;INDUSTRIAL SRS;A
2390;SRS;070091805;SERVIG SERVICOS LTDA;18/02/2026;DCSR00170526;OC0056459;CS0001084;Ativo;23/11/2026;SRSFAB;67259,55;67259,55;30 DIAS;SEGURANÇA PATRIMONIAL;LIMPEZA/FACILITIES;INDUSTRIAL SRS;A
202635;SRS;070076412;GAMA AMBIENTAL LTDA;18/02/2026;DCSR00070901;OC0058781;CS0000899;Concluído;11/03/2026;SRSFAB;7788;7788;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
661179;SRS;090010097;CAMARA COM. ENERGIA ELET. CCEE;18/02/2026;DCN999990030;OC0059239;CS0000874;Ativo;31/03/2050;SRSFAB;708;708,08;30 DIAS;MANUFATURA SRS;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;C
3754;SRS;070091514;GRC SOLUTIONS CONSULTORIA;18/02/2026;DCSR00170105;OC0059163;CS0001057;Ativo;31/12/2026;SRSADM;860;860;20 DIAS;SUPPLY;OUTROS;SUPPLY;B
360;VIES;070075837;GS CONTROLE V. P. URBANAS LTDA;18/02/2026;DCSR00071306;OC0058963;CS0000686;Ativo;27/04/2027;VIESFB;1;425;30 DIAS;QSMA;MANUTENÇÃO EDIFÍCIOS / INSTALAÇÕES;INDUSTRIAL VIES;B
30669;VIES;070091672;ADVANCED INFORMATICA LTDA;18/02/2026;DCSR00010608;OC0059018;CS0001128;Ativo;31/12/2026;VIESAD;750,24;750,24;21 DIAS;TI;Licença Teams cha /Teams Phone;ADMINISTRATIVO;
9531;SRS;070076083;VENETUR TURISMO LTDA;13/02/2026;DCSR00160102;OC0059027;CS0000773;Ativo;25/08/2026;SRSADM;1;15462,72;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;A
29;OUROS;070000726;SOLTECH SOLUÇÕES INDUSTRIAIS E CIA;13/02/2026;DCSR00141302;OC0058671;CS0000885;Ativo;15/10/2026;COFAB;1;17810;30 DIAS;MANUFATURA CO;MANUTENÇÃO MECÂNICA;INDUSTRIAL CO;B
9532;SRS;070076083;VENETUR TURISMO LTDA;13/02/2026;DCSR00160102;OC0059027;CS0000773;Ativo;25/08/2026;SRSADM;1;6148,16;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;A
9533;SRS;070076083;VENETUR TURISMO LTDA;13/02/2026;DCSR00160102;OC0059027;CS0000773;Ativo;25/08/2026;SRSADM;1;18295,76;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;A
219;SRS;070076083;VENETUR TURISMO LTDA;13/02/2026;DCSR00160101;OC0059027;CS0000773;Ativo;25/08/2026;SRSADM;1;41500,08;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;A
54;SRS;090099910;GARCIA MONACO CONS E PLAN LTDA;13/02/2026;DCSR00070109;OC0058785;CS0000862;Ativo;31/03/2050;SRSFAB;2361;2361;15 DIAS;QSMA;SERVIÇOS JURIDICOS;INDUSTRIAL SRS;B
9529;SRS;070076083;VENETUR TURISMO LTDA;13/02/2026;DCSR00160102;OC0059027;CS0000773;Ativo;25/08/2026;SRSADM;1;17605,28;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;A
30;OUROS;070000726;SOLTECH SOLUÇÕES INDUSTRIAIS E CIA;13/02/2026;DCSR00141305;OC0058689;CS0000868;Ativo;15/10/2026;COFAB;1;13678,47;30 DIAS;MANUFATURA CO;MANUTENÇÃO MECÂNICA;INDUSTRIAL CO;B
9528;SRS;070076083;VENETUR TURISMO LTDA;13/02/2026;DCSR00160102;OC0059027;CS0000773;Ativo;25/08/2026;SRSADM;1;21840;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;A
64942;VIES;070076289;SERVICO SOCIAL DA INDUST. SESI;13/02/2026;DCSR00060401;OC0059116;CS0000939;Ativo;31/03/2050;VIESAD;673;673;15 DIAS;RECURSOS HUMANOS;OUTRAS DESPESAS COM PESSOAL;ADMINISTRATIVO;C
26883;VIES;070091785;GC LOCACAO DE EQUIPAMENTOS LTDA.;13/02/2026;DCSR99999902;OC0057227;CS0001078;Ativo;28/08/2028;VIESFB;1;1515;30 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;C
42407;VIES;070075890;LABORTECHNIC TEC.LTDA - EPP;13/02/2026;DCSR00170901;OC0058988;CS0000824;Ativo;18/06/2026;VIESFB;1;190;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;B
9530;SRS;070076083;VENETUR TURISMO LTDA;13/02/2026;DCSR00160102;OC0059027;CS0000773;Ativo;25/08/2026;SRSADM;1;48862,2;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;A
91888;OUROS;070077759;CONSIGAS DISTRIBUIDORA LTDA;13/02/2026;MG1020035006;OC0058866;CS0000877;Ativo;22/02/2026;COFAB;27772,51;27772,51;30 DIAS;MANUFATURA CO;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL CO;C
31;OUROS;070000726;SOLTECH SOLUÇÕES INDUSTRIAIS E CIA;13/02/2026;DCSR00141307;OC0058694;CS0000890;Ativo;15/10/2026;COFAB;1;2158,92;30 DIAS;MANUFATURA CO;MANUTENÇÃO MECÂNICA;INDUSTRIAL CO;B
19776;VIES;090000133;EXTELLPP EQUIP.E EXTINT.LTDA;13/02/2026;DCSR00140102;OC0058998;CS0000662;Ativo;31/03/2050;VIESFB;1;1000;15 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
169093;VIES;090073255;ATLAS COPCO BRASIL LTDA;12/02/2026;DCSR00140101;OC0058967;CS0000838;Ativo;31/01/2027;VIESFB;1;4170,48;30 DIAS;MANUFATURA VIES;MANUTENÇÃO MECÂNICA;INDUSTRIAL VIES;B
5325;VIES;070002594;CTI COMUNIC.DADOS E TECN LTDA;12/02/2026;DCSR99999905;OC0058922;CS0000931;Ativo;27/02/2026;VIESAD;800;800;30 DIAS;TI;COMUNICAÇÃO;ADMINISTRATIVO;B
103093;SRS;090010296;ABC 71 SOLUCOES EM INFOR. LTDA;12/02/2026;DCSR00010517;OC0058921;CS0000984;Ativo;31/03/2050;SRSADM;1901,56;1901,56;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;Indef
426253;OUROS;070000621;CIA DE SANEAMENTO MG COPASA MG;12/02/2026;DCN220110000;OC0058879;CS0000891;Ativo;31/03/2050;COFAB;5482;5481,97;30 DIAS;MANUFATURA CO;ÁGUA E ESGOTO;INDUSTRIAL CO;B
760;SRS;070077759;CONSIGAS DISTRIBUIDORA LTDA;12/02/2026;DCN271110002;OC0058618;CS0000866;Ativo;11/07/2026;SRSFAB;772;772,31;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;C
4191;SRS;070077759;CONSIGAS DISTRIBUIDORA LTDA;12/02/2026;DCN271110002;OC0058457;CS0000866;Ativo;11/07/2026;SRSFAB;1129;1128,84;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;C
108539;SRS;090004663;DI2S DADOS,INTEG.INF.SOL.LTDA;12/02/2026;DCSR00010517;OC0058812;CS0000977;Ativo;31/03/2050;SRSADM;2051,31;2051,31;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
1229;OUROS;070091926;PHOBRAS CONSTRUCAO E SERVICOS DE EN;12/02/2026;DCSR00071203;OC0058398;CS0001096;Ativo;30/05/2027;COFAB;1301;1301;30 DIAS;MANUFATURA CO;SERVIÇOS PRESTADOS;INDUSTRIAL CO;
1843;VIES;070076409;UNIT SERVIOS ESP.SEGURANA LTDA;12/02/2026;DCSR00170110;OC0057463;CS0000740;Ativo;31/01/2027;VIESAD;20790;20790;15 DIAS;SEGURANÇA PATRIMONIAL;VIGILANCIA/PORTARIA ;SEGURANÇA PATRIMONIAL;B
1273;SRS;070091926;PHOBRAS CONSTRUCAO E SERVICOS DE EN;12/02/2026;DCSR00071203;OC0057715;CS0001095;Ativo;30/05/2027;SRSFAB;1941;1941;30 DIAS;MANUFATURA SRS;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;
219279;VIES;090004630;CTINET SOLUCOES EM CONEC E INF;12/02/2026;DCSR00010703;OC0058923;CS0000941;Ativo;18/06/2026;VIESAD;11315;11315;30 DIAS;TI;COMUNICAÇÃO;ADMINISTRATIVO;B
5197;VIES;070075679;ASSEMET ASS SEG DO TRAB LTDA;12/02/2026;DCSR00040101;OC0058938;CS0000943;Concluído;31/03/2050;VIESAD;1;160;30 DIAS;RECURSOS HUMANOS;SERVIÇOS MEDICOS ;ADMINISTRATIVO;A
11359;SRS;070091889;FRAGA MARKETING E SERVICOS LTDA;12/02/2026;DCSR00010200;OC0059029;CS0001087;Ativo;26/12/2025;DDAADM;1682;1682,08;30 DIAS;DIGITAL SALES;SERVIÇOS PRESTADOS;ADMINISTRATIVO;C
36542;SRS;070076106;ANDRADE E L. TELECOMUNIC. LTDA;12/02/2026;DCSR99999905;OC0058924;CS0000983;Ativo;31/03/2050;SRSADM;1633,45;1633,45;30 DIAS;TI;COMUNICAÇÃO;ADMINISTRATIVO;B
2114045;VIES;090095348;VB SERVICOS COM ADMINIST. LTDA;11/02/2026;DCSR99999929;OC0058657;CS0000953;Ativo;31/03/2050;VIESAD;26566,04;26566,04;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;C
26;OUROS;070000726;SOLTECH SOLUÇÕES INDUSTRIAIS E CIA;11/02/2026;DCSR00141305;OC0058350;CS0000868;Ativo;15/10/2026;COFAB;1;844,35;30 DIAS;MANUFATURA CO;MANUTENÇÃO MECÂNICA;INDUSTRIAL CO;B
40175;VIES;090010020;ENGEMAN ENTERP. ASSET MAN.LTDA;11/02/2026;DCSR00010701;OC0058982;CS0000944;Ativo;30/06/2026;VIESAD;793,23;793,23;30 DIAS;MANUFATURA VIES;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;Indef
1379124;VIES;070001716;DOCUSIGN BRASIL SOLUCOES EM TECNOLO;11/02/2026;DCSR00010303;OC0059035;CS0000960;Ativo;05/09/2026;VIESAD;537,81;537,81;30 DIAS;SUPPLY;SERVIÇOS PRESTADOS;SUPPLY;B
3888;VIES;070065603;TECMES E SERVICOS PRO INF LTDA;11/02/2026;DCSR00010701;OC0058795;CS0000687;Ativo;31/03/2050;VIESFB;476,36;476,36;30 DIAS;ENGENHARIA PRODUTO;SERVIÇOS PRESTADOS;ENGENHARIA  PRODUTO;B
1379146;VIES;070001716;DOCUSIGN BRASIL SOLUCOES EM TECNOLO;11/02/2026;DCSR00010710;OC0059035;CS0000960;Ativo;05/09/2026;VIESAD;53,78;53,78;30 DIAS;SUPPLY;SERVIÇOS PRESTADOS;SUPPLY;B
11648;VIES;090010073;FERNANDES FIGUEIREDO ADVOGADOS;10/02/2026;DCSR00171405;OC0058912;CS0001132;Ativo;05/02/2027;VIESAD;1;1260;30 DIAS;JURIDICO;SERVIÇOS JURIDICOS;ADMINISTRATIVO;
191759;VIES;090095213;SINTEL TECN. E INFORMACAO S.A.;10/02/2026;DCSR00010303;OC0058813;CS0000926;Ativo;18/11/2026;VIESAD;2216,94;2216,94;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
191389;VIES;090095213;SINTEL TECN. E INFORMACAO S.A.;10/02/2026;DCSR00010710;OC0058787;CS0000926;Ativo;18/11/2026;VIESAD;16275,21;16275,21;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
9534;VIES;070076156;LEVEL 3 COMUNI.DO BRASIL LTDA;10/02/2026;DCSR99999917;OC0058652;CS0000916;Ativo;31/03/2050;VIESAD;224,98;224,98;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
3765;SRS;070077759;CONSIGAS DISTRIBUIDORA LTDA;10/02/2026;DCN271110002;OC0058848;CS0000866;Ativo;11/07/2026;SRSFAB;1693;1693,26;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;C
33742;SRS;070091084;OI S.A. - EM RECUPERACAO JUDICIAL;10/02/2026;DCN999999996;OC0058845;CS0001113;Ativo;25/09/2027;SRSADM;1692;1692,42;15 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;
33831;SRS;070091084;OI S.A. - EM RECUPERACAO JUDICIAL;10/02/2026;DCN999999996;OC0058845;CS0001113;Ativo;25/09/2027;SRSADM;188;188,01;15 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;
783;SRS;070077759;CONSIGAS DISTRIBUIDORA LTDA;10/02/2026;DCN271110002;OC0058847;CS0000866;Ativo;11/07/2026;SRSFAB;782;782,24;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;C
9534;VIES;070076156;LEVEL 3 COMUNI.DO BRASIL LTDA;10/02/2026;DCSR99999905;OC0058652;CS0000916;Ativo;31/03/2050;VIESAD;1435,1;1435,1;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
7358;333;090003565;IMIGRANTES EMPREEND. PART.LTDA;10/02/2026;DCN999990374;OC0058883;CS0000696;Ativo;30/06/2026;333ADM;1;306,33;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
58399;OUROS;070091584;SUL COMERCIO DE GASES E MANUTENCAO;10/02/2026;DCSR99999901;OC0058399;CS0001071;Ativo;22/08/2026;COFAB;1;120;30 DIAS;MANUFATURA CO; LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL CO;
8123;OUROS;070001516;WAY TELECOMUNICACOES EIRELI;10/02/2026;DCSR99999905;OC0058791;CS0000976;Ativo;31/03/2050;COADM;799;799;30 DIAS;TI;COMUNICAÇÃO;ADMINISTRATIVO;B
33781;SRS;070091084;OI S.A. - EM RECUPERACAO JUDICIAL;10/02/2026;DCN999999996;OC0058845;CS0001113;Ativo;25/09/2027;SRSADM;2618;2618,17;15 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;
7357;333;090003565;IMIGRANTES EMPREEND. PART.LTDA;10/02/2026;DCN999990374;OC0058883;CS0000696;Ativo;30/06/2026;333ADM;1;437,46;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
81;SRS;070001498;RENAN V. B. SILVA CONSULTORIA E SER;09/02/2026;DCSR00170101;OC0058513;CS0001011;Ativo;31/03/2051;SRSFAB;1200;1200;30 DIAS;LOGISTICA SRS;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;C
111970;VIES;090002958;OPEN TEXT TECNOLOGIA DA INFORMAÇÃO;09/02/2026;DCSR00010303;OC0058830;CS0000910;Ativo;31/03/2050;VIESAD;68,51;68,51;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
1963;VIES;070001543;ONE BY ONE SERVICOS EM T.I. LTDA.;09/02/2026;DCSR00010608;OC0058811;CS0001100;Ativo;15/05/2027;VIESAD;2081,4;2081,4;21 DIAS;FISCAL;SERVIÇOS PRESTADOS;ADMINISTRATIVO;
250246;VIES;090004493;AIR PRODUCTS BRASIL LTDA;09/02/2026;DCSR99999901;OC0058857;CS0000828;Ativo;31/03/2050;VIESFB;1;1225,32;30 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;C
598282;VIES;070000748;ALSCO TOALHEIRO BRASIL LTDA;09/02/2026;DCSR99999901;OC0058856;CS0000731;Ativo;31/03/2050;VIESFB;1;573,72;30 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;B
7;SRS;070091489;VG Assessoria em Qualidade;09/02/2026;DCSR00140201;OC0058129;CS0001109;Ativo;15/07/2026;SRSFAB;1;2150;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;
8;SRS;070091489;VG Assessoria em Qualidade;09/02/2026;DCSR00140201;OC0058695;CS0001109;Ativo;15/07/2026;SRSFAB;1;2150;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;
1982;VIES;070001543;ONE BY ONE SERVICOS EM T.I. LTDA.;09/02/2026;DCSR00010608;OC0058811;CS0001100;Ativo;15/05/2027;VIESAD;13659;13659;21 DIAS;FISCAL;SERVIÇOS PRESTADOS;ADMINISTRATIVO;
2391;OUROS;070091805;SERVIG SERVICOS LTDA;07/02/2026;DCSR00170526;OC0058285;CS0001085;Ativo;25/11/2026;COFAB;28600,99;28600,99;30 DIAS;SEGURANÇA PATRIMONIAL;LIMPEZA/FACILITIES;INDUSTRIAL CO;A
238;SRS;070076090;TRESINARI C. SERV. MEDIC. LTDA;07/02/2026;DCSR00040101;OC0058844;CS0001123;Ativo;30/11/2026;COADM;105;105;10 DIAS;RECURSOS HUMANOS;SERVIÇOS PRESTADOS;ADMINISTRATIVO;
343;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;06/02/2026;DCN220110002;OC0058727;CS0000964;Ativo;05/08/2026;SRSADM;22;78,1;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
343;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;06/02/2026;DCN210690901;OC0058727;CS0000964;Ativo;05/08/2026;SRSADM;3939;48095,19;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
53135;SRS;070091707;UNIMED SUL MINEIRA;06/02/2026;DCSR00042202;OC0058639;CS0001074;Ativo;16/09/2026;SRSADM;1;48163,89;15 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;A
343;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;06/02/2026;DCN210111901;OC0058727;CS0000964;Ativo;05/08/2026;SRSADM;22;104,5;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
343;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;06/02/2026;DCN000004060;OC0058727;CS0000964;Ativo;05/08/2026;SRSADM;241;2053,32;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
